Score_Comercial,Es_Desarrollo_Propio,Precio_Confiable,Municipio,Colonia,Operación,Tipo,Título/Colonia,Precio,precio_m2,precio_m2_vs_mediana,Recámaras,Baños,m²,Completitud,codigo_eb,Liga,lat,lon
61.6,,True,Guadalajara,Jardines del Bosque Centro,RENTA,Oficina,Local Comercial u Oficinas en Renta – A Una Cuadra de Plaza del Sol y Expo GDL,50000.0,181.8181818181818,0.5085995085995086,,2.0,275.0,0.75,EB-UG5749,https://www.aciertamax.com/property/local-comercial-u-oficinas-en-renta-a-una-cuadra-de-plaza-del-sol-y-expo-gdl,20.6512476,-103.3975851
61.6,,True,Tlajomulco de Zúñiga,Tres Reyes,VENTA,Casa en condominio,CASA EN VENTA en Cajititlán. La Noria de los Reyes,5500000.0,17295.59748427673,0.36963653815847913,3.0,2.0,318.0,1.0,EB-UQ3003,https://www.aciertamax.com/property/casa-en-venta-en-cajititlan-la-noria-de-los-reyes,20.4316092,-103.3432892
61.6,,True,Zapopan,Bugambilias,VENTA,Casa,Casa residencial en venta en Bugambilias,20000000.0,22727.272727272728,0.3697892098076071,3.0,3.0,880.0,1.0,EB-JS3867,https://www.aciertamax.com/property/casa-residencial-en-venta-en-bugambilias-fraccionamiento-bugambilias,20.6091997,-103.4724416
61.5,,True,Guadalajara,Oblatos,VENTA,Departamento,"DEPARTAMENTO EN VENTA 2 RECAMARAS, CAJON, ALBERCA, OBLATOS",3300000.0,41772.15189873418,0.3676541525973486,2.0,2.0,79.0,1.0,EB-VD6296,https://www.aciertamax.com/property/departamento-en-venta-2-recamaras-cajon-alberca-oblatos-oblatos,20.6725469,-103.3263546
61.5,,True,Zapopan,San Juan de Ocotan,VENTA,Casa en condominio,OPORTUNIDAD CASA EN VENTA EN PALMA REAL,7700000.0,26013.513513513513,0.36576576576576575,3.0,3.0,296.0,1.0,EB-VS8698,https://www.aciertamax.com/property/oportunidad-casa-en-venta-en-palma-real,20.7174315,-103.4554342
61.5,,True,Zapopan,Los Robles,VENTA,Casa en condominio,Casa en Venta en Los Robles,7800000.0,26000.0,0.3660952380952381,3.0,3.0,300.0,1.0,EB-XA1657,https://www.aciertamax.com/property/casa-en-venta-en-los-robles-1d10fe29-3075-42ed-b9c3-819ff8ab351e,20.6105905,-103.4851167
61.5,,True,Tlajomulco de Zúñiga,Tlajomulco Centro,VENTA,Terreno,Terreno en venta en Tlajomulco,20500000.0,2452.153110047847,0.6453754178435018,,,8360.0,0.5,EB-QC6616,https://www.aciertamax.com/property/terreno-en-venta-en-tlajomulco-tlajomulco-centro-tlajomulco-de-zuniga,20.5339192,-103.4020775
61.5,,True,Guadalajara,El Dean,VENTA,Departamento,Departamento en Venta,2411000.0,41872.17783952761,0.36613996227154,1.0,2.0,57.58,1.0,EB-WI6073,https://www.aciertamax.com/property/departamento-en-venta-f41d3af4-e26c-4409-9992-e34f0bace3a1,20.63691,-103.3510587
61.5,,True,Zapopan,Bugambilias,RENTA,Casa en condominio,"Casa en renta, BUGAMBILIAS 1RA. SECCION",35000.0,94.5945945945946,0.3658046919366836,4.0,4.0,370.0,1.0,EB-WK6352,https://www.aciertamax.com/property/casa-en-renta-bugambilias-1ra-seccion,20.5988236,-103.443224
61.5,,True,Guadalajara,San Andrés,VENTA,Departamento,Departamentos en Venta,2661651.68,41902.57682619648,0.36567978313037663,2.0,1.0,63.52,1.0,EB-VO6830,https://www.aciertamax.com/property/departamentos-en-venta-san-andres,20.6508184,-103.3010951
61.5,,True,Zapopan,Los Robles,VENTA,Casa en condominio,Casa en Venta en Los Robles,7800000.0,26000.0,0.3660952380952381,3.0,3.0,300.0,1.0,EB-PS3168,https://www.aciertamax.com/property/casa-en-venta-fracc-los-robles-los-robles,20.6105905,-103.4851167
61.5,,True,Tlajomulco de Zúñiga,Villa California,VENTA,Casa,Casa en Venta Villas California zona sur remodelada 100%,2900000.0,17058.823529411766,0.36771738152032046,3.0,1.0,170.0,1.0,EB-LF9892,https://www.aciertamax.com/property/casa-en-venta-villas-california-zona-sur,20.5364839145,-103.4836149216
61.5,,True,Zapopan,Rancho Contento,VENTA,Terreno,Terreno en Venta sobre Carretera a Nogales cercano a Rancho contento,34398000.0,6370.0,0.644801975,,,5400.0,0.5,EB-RE2051,https://www.aciertamax.com/property/terreno-en-venta-sobre-carretera-a-nogales-cercano-a-rancho-contento,20.7123729,-103.4758752
61.5,,True,Guadalajara,El Dean,VENTA,Departamento,Departamento en Venta,2411000.0,41872.17783952761,0.36613996227154,1.0,2.0,57.58,1.0,EB-WI6081,https://www.aciertamax.com/property/departamento-en-venta-dc3b3541-6ad2-4392-9729-db9149f386fe,20.63691,-103.3510587
61.5,,True,Guadalajara,San Andrés,VENTA,Departamento,Departamentos en Venta,2954290.0,41863.25634122149,0.3662750157018771,2.0,1.0,70.57,1.0,EB-WQ9841,https://www.aciertamax.com/property/departamentos-en-venta-san-andres-departamento,20.6508184,-103.3010951
61.5,,True,Tlaquepaque,La Gigantera,VENTA,Casa,"Casa en Venta, Col, Gigantera Lopez Cotilla, Tlaquepaque , jalisco",4950000.0,16796.742449949103,0.36764703921474406,3.0,3.0,294.7,1.0,EB-WZ8392,https://www.aciertamax.com/property/casa-en-venta-col-gigantera-lopez-cotilla-tlaquepaque-jalisco,20.5714092,-103.363503
61.4,,True,Tlajomulco de Zúñiga,El Zapote Del Valle,VENTA,Terreno,"Terreno de 4 hectáreas en Venta, en el laurel. $99,000,000",99000000.0,2475.0,0.6420713546634096,,,40000.0,0.5,EB-EU0030,https://www.aciertamax.com/property/terreno-de-4-hectareas-en-venta-en-el-laurel-28-000-000,20.5010053238,-103.2884811235
61.4,,True,Tlajomulco de Zúñiga,Santa Cruz Del Valle,VENTA,Casa,Casa en Venta,2585000.0,17119.205298013247,0.3654793407378507,4.0,3.0,151.0,1.0,EB-UK5837,https://www.aciertamax.com/property/casa-en-venta-3fc4a467-e4cf-49d4-8945-585ea2d2b4d5,20.5499958,-103.3693297
61.4,,True,Guadalajara,Jardines del Country,VENTA,Oficina,Casa para oficina en VENTA en JARDINES DEL COUNTRY,11500000.0,30026.109660574413,0.5033182517928583,,4.0,383.0,0.75,EB-VT1700,https://www.aciertamax.com/property/casa-en-venta-en-jardines-del-country-ecc7111e-5273-4488-b380-d90dd7b90db0,20.7097090311,-103.3660499054
61.4,,True,Tlaquepaque,La Calerilla,VENTA,Terreno industrial,"Venta TERRENO Industrial y Comercial La Calerilla, Tlaquepaque",46533000.0,3000.0,0.6419251842800269,,,15511.0,0.5,EB-RD7575,https://www.aciertamax.com/property/venta-terreno-industrial-y-comercial-tlaquepaque,20.5704114,-103.3987548
61.4,,True,Tlajomulco de Zúñiga,Nueva Galicia Residencial,VENTA,Departamento,Departamento en Planta Baja en Venta en Condominio Sant Marti,3200000.0,29090.909090909092,0.3639299889095676,2.0,2.0,110.0,1.0,EB-WV2641,https://www.aciertamax.com/property/departamento-en-planta-baja-en-venta-en-condominio-sant-marti-nueva-galicia-residencial-tlajomulco-de-zuniga,20.5751703,-103.4352828
61.4,,True,Guadalajara,Guadalajara Centro,RENTA,Oficina,OFICINA EN RENTA AV FEDERALISMO,33000.0,132.0,0.6432432432432432,,,250.0,0.5,EB-VM6720,https://www.aciertamax.com/property/oficina-en-renta-av-federalismo-ca85f15d-6db0-4870-8136-28fb5da0b44f,20.6735991,-103.3550129
61.4,,True,Tlajomulco de Zúñiga,El Zapote Del Valle,RENTA,Nave industrial,"BODEGA/NAVE INDUSTRIAL EN RENTA 1,500 m2 POR EL AEROPUERTO GDL.",70000.0,46.666666666666664,0.6416000000000001,,,1500.0,0.5,EB-QF9316,https://www.aciertamax.com/property/bodega-nave-industrial-en-renta-1-500-m2-por-el-aeropuerto-gdl,20.5045004,-103.2941657
61.4,,True,Guadalajara,Bosques de La Victoria,VENTA,Departamento,EXPO GUADALAJARA,2850000.0,41911.76470588235,0.3655406972250136,2.0,1.0,68.0,1.0,EB-JV9839,https://www.aciertamax.com/property/expo-guadalajara,20.6519764,-103.3932097
61.4,,True,Guadalajara,Jardines del Country,VENTA,Oficina,Casa en VENTA en JARDINES DEL COUNTRY,11500000.0,30026.109660574413,0.5033182517928583,,5.0,383.0,0.75,EB-VT9879,https://www.aciertamax.com/property/casa-en-venta-en-jardines-del-country-0a17f5dd-684f-4c84-aeb7-99bfa9ffe269,20.7097090311,-103.3660499054
61.3,,True,Guadalajara,Barrera,RENTA,Local comercial,LOCAL AMPLIO EN RENTA EN MARIANO OTERO GUADALAJARA,239413.0,129.97448425624322,0.6389597659548799,,,1842.0,0.5,EB-UF6848,https://www.aciertamax.com/property/local-amplio-en-renta-en-mariano-otero-guadalajara,20.6664813,-103.3689633
61.3,,True,Tlajomulco de Zúñiga,Senderos de Monte Verde,VENTA,Casa en condominio,RESIDENCIA EN VENTA SENDEROS DE MONTEVERDE TLAJOMULCO DE ZUÑIGA  JALISCO,5590000.0,17468.75,0.36332574031890663,4.0,3.0,320.0,1.0,EB-TE4738,https://www.aciertamax.com/property/residencia-en-venta-senderos-de-monteverde-tlajomulco-de-zuniga-jalisco,20.5125027,-103.4918709
61.3,,True,Zapopan,Los Pinos Campestre,RENTA,Casa en condominio,Casa dentro de Fracc.  en renta en el Sur,20000.0,95.23809523809524,0.3614904381403345,3.0,2.0,210.0,1.0,EB-UU1472,https://www.aciertamax.com/property/casa-amueblada-dentro-de-fracc-en-renta-en-el-sur,20.6055628,-103.4370533
61.3,,True,Tlajomulco de Zúñiga,Rinconada de Los Nogales I y II,VENTA,Casa,San Agustín,7000000.0,9722.222222222223,0.6396473582419451,,,720.0,0.5,EB-WS8433,https://www.aciertamax.com/property/san-agustin-rinconada-de-los-nogales-i-y-ii,20.4736865,-103.4479314
61.3,,True,Guadalajara,Lomas de Independencia,VENTA,Departamento,"Hermoso Departamento en Venta en 3 Lagos, Guadalajara!",2990000.0,42112.67605633803,0.3624993059539894,2.0,2.0,71.0,1.0,EB-UU8177,https://www.aciertamax.com/property/hermoso-departamento-en-venta-en-3-lagos-guadalajara,20.7171432,-103.3297792
61.3,,True,Tlajomulco de Zúñiga,El Alcázar (Casa Fuerte),VENTA,Terreno,Terreno en venta junto a Plazas Outlets uso de suelo mixto,25100000.0,2492.7254128886816,0.6395079473812773,,,10069.3,0.5,EB-DF3873,https://www.aciertamax.com/property/terreno-junto-a-plazas-outlets-ideal-para-comercio-o-habitacional,20.5265105398,-103.4796747508
61.3,,True,Guadalajara,18 de Marzo,VENTA,Departamento,"Departamento en Av. López de Legaspi, Col. 18 de Marzo en Guadalajara, Jalisco,",2950000.0,42142.857142857145,0.3620424253801389,2.0,1.0,70.0,1.0,EB-VR6261,https://www.aciertamax.com/property/departamento-en-av-lopez-de-legaspi-col-18-de-marzo-en-guadalajara-jalisco,20.6370828138,-103.3723551416
61.3,,True,Guadalajara,Alcalde Barranquitas,VENTA,Departamento,"Departamento en Venta en Torre Mistral Seis21,  Guadalajara",2950000.0,42142.857142857145,0.3620424253801389,2.0,2.0,70.0,1.0,EB-JB0720,https://www.aciertamax.com/property/departamento-en-venta-en-mistral-seis21-alcalde,20.6895681699,-103.3442437878
61.3,,True,Guadalajara,Jardines del Bosque Centro,VENTA,Departamento,Departamento de 3 niveles en Jardines del Bosque Guadalajara,8669200.0,42083.49514563107,0.36294104589005277,3.0,2.0,206.0,1.0,EB-UM0595,https://www.aciertamax.com/property/departamento-de-3-niveles-en-jardines-del-bosque-guadalajara,20.665541,-103.3868545
61.2,,True,Guadalajara,Tetlán Rio Verde,RENTA,Local comercial,Rento local en Av. Juan Pablo II y Periférico,26000.0,180.33014287695934,0.4990829364528907,,1.0,144.18,0.75,EB-MS4025,https://www.aciertamax.com/property/rento-local-en-av-juan-pablo-ii-y-periferico,20.7029573352,-103.2839244604
61.2,,True,Guadalajara,Fidel Velázquez,VENTA,Departamento,Departamento en venta Aurora Boreal Towers – Piso 11,3500000.0,42229.729729729734,0.3607273502148666,2.0,2.0,82.88,1.0,EB-RG6498,https://www.aciertamax.com/property/departamento-en-venta-aurora-boreal-towers-piso-11,20.7129206,-103.3529868
61.2,,True,Guadalajara,Ladrón de Guevara,RENTA,Local comercial,"Local, en Renta, Esquina, Av Américas",230000.0,130.6818181818182,0.6369949494949495,,,1760.0,0.5,EB-QT4956,https://www.aciertamax.com/property/local-en-renta-esquina-av-americas,20.6812287,-103.3732777
61.2,,True,Tlajomulco de Zúñiga,Villa California,VENTA,Casa en condominio,Casa en Venta en Villa California,3249000.0,17562.162162162163,0.3599211968232469,3.0,2.0,185.0,1.0,EB-WD2487,https://www.aciertamax.com/property/casa-en-venta-en-villas-california-e377e68c-904c-444b-91b4-66e64f06d7b9,20.5255658,-103.4523556
61.2,,True,Tlajomulco de Zúñiga,Senderos de Monte Verde,VENTA,Terreno,Terreno en Venta – 100 Hectáreas con Frente a López Mateos Sur Carretera Colima,2500000000.0,2500.0,0.6384559138014239,,,1000000.0,0.5,EB-TU6750,https://www.aciertamax.com/property/terreno-en-venta-100-hectareas-con-frente-a-lopez-mateos-sur-carretera-colima,20.5117943933,-103.4856693789
61.2,,True,Zapopan,Paseos del Sol,VENTA,Casa,Casa en Venta para local comercial Av. Mariano Otero,7199000.0,23073.71794871795,0.3601825350699308,4.0,4.0,312.0,1.0,EB-RK0065,https://www.aciertamax.com/property/casa-en-venta-para-comercio-sobre-avenida-transitada,20.6287695,-103.4340182
61.2,,True,Guadalajara,Colomos Providencia,VENTA,Departamento,Se vende Departamento en Colomos Providencia,7100000.0,42261.90476190476,0.3602402853388399,3.0,2.0,168.0,1.0,EB-PS5681,https://www.aciertamax.com/property/se-vende-departamento-en-colomos-providencia-colomos-providencia,20.7034922,-103.3907357
61.2,,True,Guadalajara,Jardines de San José,VENTA,Casa,Casa en venta dentro de coto en Jardines de San José – 3 recámaras y una en plan,2850000.0,17484.662576687115,0.3602641573883553,3.0,2.0,163.0,1.0,EB-WR9539,https://www.aciertamax.com/property/casa-en-venta-dentro-de-coto-en-jardines-de-san-jose-3-recamaras-y-una-en-plan,20.6342805,-103.385101
61.2,,True,Guadalajara,Sutaj,VENTA,Departamento,"DEPARTAMENTO EN VENTA EN SUTAJ, GUADALAJARA",2750000.0,42307.692307692305,0.35954715455372493,2.0,2.0,65.0,1.0,EB-WR4443,https://www.aciertamax.com/property/departamento-en-venta-en-sutaj-guadalajara,20.6518016,-103.3141589
61.2,,True,Zapopan,Valle Imperial,VENTA,Terreno,Coto SENDAS,13013000.0,6500.0,0.6375530357142858,,,2002.0,0.5,EB-PB3516,https://www.aciertamax.com/property/coto-sendas,20.7775417899,-103.4220702197
61.1,,True,Zapopan,Ciudad Del Sol,VENTA,Casa,EN VENTA LA CASA MAS AMPLIA DE CD. DEL SOL. OPORTUNIDAD ESTRATÉGICA.,33900000.0,23187.414500683994,0.35702981214023727,7.0,5.0,1462.0,1.0,EB-UT4903,https://www.aciertamax.com/property/amplia-casa-en-cd-del-sol-oportunidad-de-inversion,20.6576756,-103.4045405
61.1,,True,Zapopan,Camino Real,VENTA,Casa,"Residencia en Camino Real, Zapopan.",8800000.0,23157.894736842107,0.3578483737829091,5.0,3.0,380.0,1.0,EB-UX4195,https://www.aciertamax.com/property/residencia-en-camino-real-zapopan-camino-real,20.6655598,-103.4129411
61.1,,True,Zapopan,Valle Imperial,VENTA,Casa en condominio,Casa en venta en Valle Imperial,6990000.0,26377.35849056604,0.3568948787061994,5.0,5.0,265.0,1.0,EB-TI4942,https://www.aciertamax.com/property/casa-en-venta-en-valle-imperial-7fa35fe7-61dc-47cd-8dbb-4ab11d461e7b,20.7791814929,-103.4420720051
61.1,,True,Guadalajara,Ayuntamiento,VENTA,Departamento,Departamento en Renta Urban Life,3950000.0,42473.11827956989,0.3570429401042771,2.0,2.0,93.0,1.0,EB-WN2821,https://www.aciertamax.com/property/departamento-en-renta-urban-life-ayuntamiento-guadalajara,20.6905653,-103.3706612
61.1,,True,Zapopan,Bugambilias,VENTA,Casa,CASA RESIDENCIAL EN VENTA,13900000.0,23166.666666666668,0.3576051345305542,4.0,3.0,600.0,1.0,EB-RK7954,https://www.aciertamax.com/property/casa-residencial-en-venta-fraccionamiento-bugambilias,20.6051054024,-103.4399356117
61.1,,True,Guadalajara,Jardines del Bosque Norte,RENTA,Departamento,RENTA ESTRENANDO ZONA MINERVA,17500.0,203.48837209302326,0.3569369234158232,1.0,1.0,86.0,1.0,EB-WO6991,https://www.aciertamax.com/property/renta-estrenando-zona-minerva-jardines-del-bosque-norte,20.6693953,-103.3904539
61.1,,True,Guadalajara,Campo de Polo Chapalita,RENTA,Oficina,Oficina en Renta Primer Piso 540 m2 - Campo Polo Chapalita,72583.0,134.66233766233765,0.6360477360477361,,,539.0,0.5,EB-HY7697,https://www.aciertamax.com/property/oficina-en-renta-576-m2-campo-polo-chapalita,20.6605174,-103.3975513
61.1,,True,Guadalajara,Villaseñor,RENTA,Local comercial,Local en RENTA en Manuel Cambre,25000.0,181.15942028985506,0.49677938808373595,,1.0,138.0,0.75,EB-WU5296,https://www.aciertamax.com/property/local-en-renta-en-manuel-cambre,20.6894533,-103.363912
61.1,,True,Tlajomulco de Zúñiga,Villa California,VENTA,Casa en condominio,Villa California casa con lindos acabados,4300000.0,17622.950819672133,0.3577056648866649,5.0,4.0,244.0,1.0,EB-VP5387,https://www.aciertamax.com/property/villa-california-casa-con-lindos-acabados-villa-california,20.5361283,-103.4822486
61.1,,True,Guadalajara,Jardines del Bosque Norte,RENTA,Oficina,Venta y Renta de Edificio en Zona Minerva - Multiusos para Oficinas,250000.0,185.87360594795538,0.4976389028433638,,7.0,1345.0,0.75,EB-VK0588,https://www.aciertamax.com/property/venta-y-renta-de-edificio-multiusos-para-oficinas-en-zona-minerva,20.6677955,-103.3841363
61.1,,True,Guadalajara,Ladrón de Guevara,RENTA,Local comercial,Renta de local comercial u oficinas,120000.0,181.48545847763947,0.4958737264510015,,3.0,661.21,0.75,EB-WL4174,https://www.aciertamax.com/property/renta-de-local-comercial-u-oficinas,20.6789526,-103.3766246
61.1,,True,Zapopan,Lomas Altas,VENTA,Departamento,Distrito CUBE (Home Patio C111),7500000.0,45812.71761040865,0.358859175559322,2.0,2.0,163.71,1.0,EB-GK8953,https://www.aciertamax.com/property/distrito-cube-home-patio,20.6856172,-103.4139388
61.1,,True,Tlajomulco de Zúñiga,San Agustin,RENTA,Casa en condominio,Se Renta,20000.0,79.6812749003984,0.3572675239275184,3.0,4.0,251.0,1.0,EB-WV9910,https://www.aciertamax.com/property/se-renta-san-agustin,20.5605139,-103.4787857
61.0,,True,Guadalajara,Balcones de La Joya,VENTA,Casa en condominio,Casa en Venta en Coto Balcones de la Joya,3490000.0,26240.601503759397,0.35566356037423213,3.0,2.0,133.0,1.0,EB-WE5745,https://www.aciertamax.com/property/casa-en-venta-en-coto-balcones-de-la-joya,20.7217911,-103.2923332
61.0,,True,Zapopan,Las Cañadas,VENTA,Casa en condominio,Casa en venta en Las Cañadas,16917000.0,26391.57566302652,0.3565482505014486,3.0,3.0,641.0,1.0,EB-WR2604,https://www.aciertamax.com/property/casa-en-venta-en-las-canadas-0ece7346-3185-4125-b0bd-423c8df4ab69,20.7829589,-103.3560186
61.0,,True,Guadalajara,Lomas de Independencia,VENTA,Departamento,Departamento en Venta en Lomas de Independencia Guadalajara,2700000.0,42620.363062352015,0.35481395206531513,2.0,2.0,63.35,1.0,EB-WK0136,https://www.aciertamax.com/property/departamento-en-venta-en-lomas-de-independencia-guadalajara-lomas-de-independencia-guadalajara,20.7161651,-103.3293718
61.0,,True,Tlajomulco de Zúñiga,Alameda,VENTA,Terreno industrial,"Terreno industrial en venta en La Alameda, Carretera Guadalajara-Chapala",16300000.0,3260.0,0.6337078651685393,,,5000.0,0.5,EB-VX7346,https://www.aciertamax.com/property/terreno-industrial-en-venta-en-la-alameda-carretera-guadalajara-chapala,20.5046460467,-103.2730331253
61.0,,True,Zapopan,Ciudad Granja,RENTA,Local comercial,Local comercial en ciudad granja,160000.0,132.081857731329,0.6334241589416715,,,1211.37,0.5,EB-VP5164,https://www.aciertamax.com/property/local-comercial-en-ciudad-granja-ciudad-granja-local-comercial,20.6834830763,-103.4448024717
61.0,,True,Tlajomulco de Zúñiga,El Alcázar (Casa Fuerte),VENTA,Casa,"Casa de 3 Recámaras en Casa Fuerte, ¡La Más Amplia por su Precio!",5100000.0,17406.143344709897,0.35484402704262435,3.0,2.0,293.0,1.0,EB-HO6812,https://www.aciertamax.com/property/casa-fuerte-amplia-casa-dentro-de-coto-en-venta,20.5310091,-103.483959
61.0,,True,Tlajomulco de Zúñiga,La Tijera,VENTA,Casa,Casa en venta,13950000.0,17394.014962593516,0.35529356362345865,10.0,5.0,802.0,1.0,EB-TC4168,https://www.aciertamax.com/property/casa-en-venta-695578de-c1b0-4b07-aedb-1e81bda7a6be,20.585581,-103.440917
61.0,,True,Guadalajara,San Andrés,VENTA,Departamento,Departamentos en Venta,2703160.0,42556.045340050376,0.3557875922242046,2.0,1.0,63.52,1.0,EB-WQ9834,https://www.aciertamax.com/property/departamentos-en-venta-san-andres-guadalajara,20.6508184,-103.3010951
61.0,,True,Tlajomulco de Zúñiga,Club de Golf Santa Anita,RENTA,Casa en condominio,Residencia de lujo Club de Golf Santa Anita venta y Renta,100000.0,80.0,0.3546965940232285,3.0,4.0,1250.0,1.0,EB-SN1439,https://www.aciertamax.com/property/residencia-de-lujo-club-de-golf-santa-anita-venta-y-renta-club-de-golf-santa-anita,20.5671041273,-103.4703972309
60.9,,True,Guadalajara,La Aurora,VENTA,Terreno,"VENTA GRAN TERRENO CERCA DE PARQUE AGUA AZUL, LA AURORA, GUADALAJARA",19000000.0,7739.3075356415475,0.6314615459218311,,,2455.0,0.5,EB-MR2435,https://www.aciertamax.com/property/venta-gran-terreno-cerca-de-parque-agua-azul-la-aurora-guadalajara,20.6557221,-103.3464545
60.9,,True,Zapopan,El Colli Urbano 1a. Sección,VENTA,Casa,Oportunidad de Venta Casa en el Colli,10500000.0,23333.333333333332,0.35298358873581004,11.0,10.0,450.0,1.0,EB-XA7046,https://www.aciertamax.com/property/oportunidad-de-venta-casa-en-el-colli-el-colli-urbano-1a-seccion-zapopan,20.6439518,-103.4330493
60.9,,True,Guadalajara,El Dean,VENTA,Departamento,Departamento en Venta,2350000.0,42727.27272727273,0.3531955560864891,2.0,2.0,55.0,1.0,EB-WI5827,https://www.aciertamax.com/property/departamento-en-venta-el-dean-departamento,20.63691,-103.3510587
60.9,,True,Zapopan,Valle Imperial,VENTA,Casa en condominio,"Dentro de coto , Con 4 niveles, con roof garden y sótano, dentro de coto",7350000.0,26534.296028880868,0.3530685920577617,3.0,3.0,277.0,1.0,EB-RS8075,https://www.aciertamax.com/property/en-coto-amplia-de-4-niveles-con-roof-garden-y-sotano,20.7791411,-103.4347583
60.9,,True,Zapopan,Ciudad Granja,RENTA,Departamento,"CIUDAD GRANJA, SE RENTA AMPLISIMO, 100 MTS INTERIORES",25500.0,197.67441860465115,0.3542966788822995,2.0,2.0,129.0,1.0,EB-TB2091,https://www.aciertamax.com/property/venta-amplisimo-y-bien-distribuido-departamento-en-ciudad-granja,20.6846104,-103.4528081
60.9,,True,Zapopan,San Juan de Ocotan,VENTA,Casa en condominio,PALMA REAL ZONA AVIACION/SOLARES MUY BUENA  OPORTUNIDAD OPARA INVERTIR,7850000.0,26520.27027027027,0.35341055341055344,3.0,3.0,296.0,1.0,EB-TT6548,https://www.aciertamax.com/property/palma-real-zona-aviacion-pra-remodela-oportunidad,20.7174901,-103.4552101
60.9,,True,Tlajomulco de Zúñiga,Senderos de Monte Verde,VENTA,Casa en condominio,CASA EN VENTA EN SENDEROS DE MONTEVERDE TLAJOMULCO,3550000.0,17750.0,0.3530751708428246,3.0,3.0,200.0,1.0,EB-WP3316,https://www.aciertamax.com/property/casa-en-venta-en-senderos-de-monteverde-tlajomulco-dcc87e2f-8764-433d-8384-384a9e524966,20.5166177422,-103.4923259202
60.9,,True,Tlajomulco de Zúñiga,Senderos de Monte Verde,VENTA,Casa,CASA EN VENTA SENDEROS DE MONTEVERDE TLAJOMULCO DE ZUÑIGA  JALISCO,5590000.0,17468.75,0.35252352118400926,4.0,3.0,320.0,1.0,EB-TE4741,https://www.aciertamax.com/property/casa-en-venta-senderos-de-monteverde-tlajomulco-de-zuniga-jalisco,20.5155718,-103.4930893
60.8,,True,Guadalajara,Italia Providencia,RENTA,Local comercial,Local comercial Providencia dos niveles,55000.0,183.33333333333334,0.4907407407407407,,2.0,300.0,0.75,EB-VS8608,https://www.aciertamax.com/property/local-comercial-providencia-dos-niveles,20.6885048,-103.3777601
60.8,,True,Tlajomulco de Zúñiga,Paseos del Valle,VENTA,Terreno,Terreno en Venta,35000000.0,2570.694087403599,0.6282323021094333,,,13615.0,0.5,EB-WH0254,https://www.aciertamax.com/property/terreno-en-venta-paseos-del-valle,20.5255777,-103.3386689
60.8,,True,Zapopan,Valle Real,RENTA,Departamento,"Departamento en Renta | Cima 200, Valle Real",30000.0,198.67549668874173,0.3510266581676402,2.0,2.0,151.0,1.0,EB-WE3086,https://www.aciertamax.com/property/departamento-en-renta-cima-200-valle-real-7ff5780a-805a-4b9d-8513-620df9784b3f,20.7204872,-103.4425311
60.8,,True,Zapopan,Solares,RENTA,Casa en condominio,Amplia casa en renta en Solares,35000.0,96.68508287292818,0.3517893260126324,3.0,3.0,362.0,1.0,EB-WV0664,https://www.aciertamax.com/property/amplia-casa-en-renta-en-solares-solares,20.7255224273,-103.4575215727
60.8,,True,Guadalajara,San Miguel de Mezquitan,VENTA,Departamento,"DEPARTAMENTO EN VENTA "" MEZQUITAN """,2700000.0,42857.142857142855,0.3512295851323447,2.0,2.0,63.0,1.0,EB-WA1133,https://www.aciertamax.com/property/departamento-en-venta-mezquitan-san-miguel-de-mezquitan,20.7024848,-103.3533429
60.8,,True,Guadalajara,Magaña,VENTA,Departamento,"Departamento en Pre-venta en proyecto Trevo, av. Revolución, Guadalajara (a 5 cu",2990000.0,42836.676217765045,0.35153940863514677,1.0,1.0,69.8,1.0,EB-WI8545,https://www.aciertamax.com/property/departamento-en-pre-venta-en-proyecto-trevo-av-revolucion-guadalajara-a-5-cu,20.6547335,-103.3155965
60.8,,True,Guadalajara,Del Fresno 1a. Sección,VENTA,Casa,Dos departamentos  con local en esquina en colonia del Fresno,5200000.0,17716.602500766585,0.3517778464792674,4.0,3.0,293.51,1.0,EB-PL1261,https://www.aciertamax.com/property/departamento-con-local-en-esquina-en-co-del-fresno,20.653629,-103.3656129
60.8,,True,Zapopan,Valle Real,VENTA,Departamento,Departamento en venta Cima Real | Valle Real | Zapopan,6900000.0,46308.724832214764,0.35191764282114946,2.0,2.0,149.0,1.0,EB-WW8221,https://www.aciertamax.com/property/departamento-en-venta-cima-real-valle-real-zapopan,20.7229428,-103.4353137
60.7,,True,Guadalajara,18 de Marzo,VENTA,Departamento,Departamentos en Colonia 18 de Marzo,2750000.0,42968.75,0.3495400788436268,2.0,1.0,64.0,1.0,EB-VR6147,https://www.aciertamax.com/property/departamentos-en-av-lopez-de-legaspi-a-3-cuadras-de-av-colon-col-18-de-marzo,20.6370283009,-103.3724696158
60.7,,True,Guadalajara,Chapalita,RENTA,Local comercial,LOCAL EN RENTA LOPEZ MATEOS CHAPALITA,72583.0,134.41296296296295,0.626630658436214,,,540.0,0.5,EB-MB6365,https://www.aciertamax.com/property/local-en-renta-lopez-mateos-chapalita-chapalita-local,20.6626263,-103.3956233
