Score_Comercial,Es_Desarrollo_Propio,Precio_Confiable,Municipio,Colonia,Operación,Tipo,Título/Colonia,Precio,precio_m2,precio_m2_vs_mediana,Recámaras,Baños,m²,Completitud,codigo_eb,Liga,lat,lon
45.0,,True,Guadalajara,Lomas de Guevara,VENTA,Casa,"Casa en Venta, Lomas de Guevara, Guadalajara, Jalisco",26800000.0,42675.15923566879,-0.5614158313022176,5.0,5.0,628.0,1.0,EB-QF6167,https://www.aciertamax.com/property/casa-en-venta-lomas-de-guevara-guadalajara-jalisco,20.6849077,-103.384184
45.0,,True,Guadalajara,Country Club,VENTA,Departamento,Departamento a la Venta en el Country Club,26000000.0,104000.0,-0.5743495400788435,3.0,3.0,250.0,1.0,EB-VV8524,https://www.aciertamax.com/property/departamento-a-la-venta-en-el-country-club-a561e83b-529b-4a9b-abc5-021db35c0b28,20.7032002126,-103.3704964613
45.0,,True,Guadalajara,Ciudad Bugambilia,RENTA,Casa,Residencia de lujo en venta/renta en bugambilias,120000.0,240.0,-0.5785839916530033,4.0,6.0,500.0,1.0,EB-NI0686,https://www.aciertamax.com/property/residencia-de-lujo-en-venta-en-bugambilias,20.6105789,-103.4757667
45.0,,True,Guadalajara,Providencia 4a Secc,RENTA,Departamento,Departamento Amueblado en Renta – Colonia Providencia,13900.0,347.5,-0.09816800249817839,1.0,1.0,40.0,1.0,EB-WH6952,https://www.aciertamax.com/property/departamento-amueblado-en-renta-colonia-providencia,20.6943426,-103.3897474
45.0,,True,Guadalajara,Vallarta San Jorge,RENTA,Departamento,"Loft de 1 habitación, amueblado con servicios incluidos",22485.0,511.02272727272725,-0.6149318205475174,1.0,1.0,44.0,1.0,EB-UM0877,https://www.aciertamax.com/property/departamento-de-1-habitacion-amueblado-con-servicios-incluidos-vallarta-san-jorge,20.6762279,-103.4012938
45.0,,True,Guadalajara,Colinas de San Javier,VENTA,Casa,Venta Residencia Av Acueducto Colinas de San Javier,49950000.0,53594.42060085837,-0.9609341428234396,3.0,4.0,932.0,1.0,EB-VU6203,https://www.aciertamax.com/property/venta-residencia-av-acueducto-colinas-de-san-javier,20.7017964,-103.400443
45.0,,True,Guadalajara,Ladrón de Guevara,VENTA,Casa con uso de suelo,🏢 Casa con Uso de Suelo Comercial en Venta en Ladrón de Guevara | Guadalajara,27000000.0,42993.63057324841,-0.5809569564005814,4.0,4.0,628.0,1.0,EB-VD9068,https://www.aciertamax.com/property/casa-con-uso-de-suelo-comercial-en-venta-en-ladron-de-guevara-guadalajara,20.6848472999,-103.3841993241
45.0,,True,Guadalajara,Colinas de San Javier,VENTA,Casa,"Casa en Venta en Colinas de San Javier, Gran oportunidad Guadalajara, Jalisco",27000000.0,44334.97536945813,-0.6221458492978704,4.0,4.0,609.0,1.0,EB-TV5866,https://www.aciertamax.com/property/residencia-en-venta-en-colinas-de-san-javier-guadalajara-jalisco-colinas-de-san-javier-guadalajara,20.7062075586,-103.3964306741
45.0,,True,Tlajomulco de Zúñiga,Punto Sur,RENTA,Casa en condominio,Casa en Renta Nueva en Punto Sur Tlajomulco Jalisco,30000.0,150.0,-0.20994388620644652,4.0,4.0,200.0,1.0,EB-WU7250,https://www.aciertamax.com/property/casa-en-renta-nueva-en-punto-sur-tlajomulco-jalisco-punto-sur,20.5645899574,-103.4436744849
45.0,,True,Tlajomulco de Zúñiga,Los Gavilanes,RENTA,Casa en condominio,"EN VENTA O RENTA, CASA EN CONDOMINIO, PROVENZA RESIDENCIAL",30000.0,146.34146341463415,-0.18043305971360638,2.0,2.0,205.0,1.0,EB-WU7004,https://www.aciertamax.com/property/en-renta-casa-en-condominio-provenza-residencial,20.5656461,-103.4591961
45.0,,True,Tlajomulco de Zúñiga,La Rioja,RENTA,Casa en condominio,Casa en renta en La Rioja Tlajomulco de Zúñiga,30000.0,129.87012987012986,-0.04757046424800556,3.0,4.0,231.0,1.0,EB-WK5250,https://www.aciertamax.com/property/casa-en-renta-en-la-rioja-tlajomulco-de-zuniga-d261a4e9-19bb-4ab5-a0c6-f6b9080143ce,20.5725242,-103.4649053
45.0,,True,Guadalajara,Americana,VENTA,Casa,Hotel Boutique en Venta en Colonia Americana | Negocio en Funcionamiento,25000000.0,40916.53027823241,-0.49707041010850916,14.0,14.0,611.0,1.0,EB-WQ6222,https://www.aciertamax.com/property/hotel-boutique-en-venta-en-colonia-americana-negocio-en-funcionamiento-americana,20.6784061317,-103.3609113188
45.0,,True,Guadalajara,Americana,VENTA,Casa con uso de suelo,Hotel Boutique en Venta en Colonia Americana | Negocio en Funcionamiento,25000000.0,40916.53027823241,-0.5045780575552602,14.0,14.0,611.0,1.0,EB-WQ6080,https://www.aciertamax.com/property/hotel-boutique-en-venta-en-colonia-americana-negocio-en-funcionamiento,20.6784061317,-103.3609113188
45.0,,True,Guadalajara,Americana,VENTA,Casa,"Casa en Venta en col. Americana, Av Vallarta, Guadalajara, Jalisco.",47900000.0,53222.22222222222,-0.9473159993602099,5.0,4.0,900.0,1.0,EB-EC3055,https://www.aciertamax.com/property/mansion-de-lujo-en-el-centro-de-guadalajara,20.6717775,-103.3630608
45.0,,True,Tlajomulco de Zúñiga,La Rioja,RENTA,Casa,Casa en venta LA RIOJA,35000.0,128.73326467559218,-0.09610924110638412,5.0,3.0,271.88,1.0,EB-RL5852,https://www.aciertamax.com/property/casa-en-venta-la-rioja-f9cdb1dc-f677-4e63-b20f-fcfc0095bb85,20.57233748,-103.4687125861
45.0,,True,Guadalajara,Colinas de San Javier,VENTA,Casa,Residencia Venta Colinas de San Javier,49950000.0,53594.42060085837,-0.9609341428234396,3.0,4.0,932.0,1.0,EB-VV5697,https://www.aciertamax.com/property/residencia-venta-colinas-de-san-javier-colinas-de-san-javier,20.7017964,-103.400443
45.0,,True,Tlajomulco de Zúñiga,San Agustin,RENTA,Casa,Residencia en venta o renta,34000.0,136.0,-0.1579824155483572,5.0,4.0,250.0,1.0,EB-SO9803,https://www.aciertamax.com/property/residencia-en-venta-o-renta-san-agustin,20.5439415,-103.4830377
45.0,,True,Guadalajara,Ladrón de Guevara,RENTA,Departamento,DEPARTAMENTO EN RENTA TORRE WIT,21000.0,350.0,-0.10606849172478398,1.0,1.0,60.0,1.0,EB-WJ6621,https://www.aciertamax.com/property/departamento-en-renta-torre-wit,20.6776918,-103.3682657
45.0,,True,Guadalajara,Ayuntamiento,RENTA,Departamento,Departamento 1  recamara con balcon con amenidades con o sin muebles,21000.0,525.0,-0.659102737587176,1.0,1.0,40.0,1.0,EB-PN1845,https://www.aciertamax.com/property/departamento-1-recamara-con-balcon-con-amenidades-con-o-sin-muebles,20.6942041,-103.3743107
45.0,,True,Guadalajara,Providencia 1a Secc,RENTA,Departamento,"Depa nuevo una recámara, amenidades, Providencia",20823.0,443.0425531914894,-0.4001011673668802,1.0,1.0,47.0,1.0,EB-RI0944,https://www.aciertamax.com/property/departamento-una-recamara-nuevo-con-amenidades-providencia,20.7020357,-103.3734736
45.0,,True,Guadalajara,Providencia 1a Secc,RENTA,Departamento,"DEPARTAMENTO 1REC EN RENTA EN AV. PABLO NERUDA, PROVIDENCIA, GUADALAJARA",21200.0,378.57142857142856,-0.19635979717170507,1.0,1.0,56.0,1.0,EB-QC5218,https://www.aciertamax.com/property/departamento-1rec-en-renta-en-av-pablo-neruda-providencia-guadalajara,20.6985622576,-103.3772057731
45.0,,True,Guadalajara,Colomos Providencia,RENTA,Departamento,"Departamento en Brasilia 10 vista interior sur, piso 3, Colomos Providencia",21000.0,338.7096774193548,-0.0703888629594683,1.0,1.0,62.0,1.0,EB-WZ2268,https://www.aciertamax.com/property/departamento-en-brasilia-10-vista-interior-sur-piso-3-colomos-providencia,20.7076813422,-103.3804762957
45.0,,True,Tlajomulco de Zúñiga,Adamar,VENTA,Casa,CASA NUEVA EN VENTA EN ADAMAR RESIDENCIAL MODELO TAMAYO,3457000.0,28105.691056910568,-0.04173303071018451,3.0,2.0,123.0,1.0,EB-RB2233,https://www.aciertamax.com/property/casa-nueva-en-venta-en-adamar-residencial-modelo-tamayo,20.5275368,-103.4884444
45.0,,True,Tlajomulco de Zúñiga,Arbolada Bosques de Santa Anita,VENTA,Casa,CASA EN VENTA FRAC PONTEVEDRA BOSQUES DE SANTA ANITA TLAJOMULCO,3104980.0,30440.980392156864,-0.12829016363622717,3.0,2.0,102.0,1.0,EB-UN5644,https://www.aciertamax.com/property/casa-en-venta-frac-pontevedra-bosques-de-santa-anita-tlajomulco,20.561072,-103.4901375
45.0,,True,Tlajomulco de Zúñiga,Residencial Alta California,VENTA,Casa en condominio,Casa en venta Alta California Tlajomulco,3100000.0,29245.283018867925,-0.06588730820475355,3.0,2.0,106.0,1.0,EB-WN0888,https://www.aciertamax.com/property/casa-en-venta-alta-california-tlajomulco-23ae8c08-4262-46be-8939-75295f3f4931,20.5239452,-103.4599653
45.0,,True,Tlajomulco de Zúñiga,San Agustin,VENTA,Casa,VENTA DE CASA EN ADAMAR RESIDENCIAL / TAMAYO / TLAJOMULCO DE ZUÑIGA,3464000.0,28162.60162601626,-0.043842412027792745,3.0,2.0,123.0,1.0,EB-WV7006,https://www.aciertamax.com/property/venta-de-casa-en-adamar-residencial-tamayo-tlajomulco-de-zuniga,20.5543312,-103.4550599
45.0,,True,Tlajomulco de Zúñiga,Residencial Alta California,VENTA,Casa en condominio,"Casa en renta en Coto Pasadena, Alta California",2500000.0,30864.197530864196,-0.12489102618183857,3.0,2.0,81.0,1.0,EB-WW1239,https://www.aciertamax.com/property/casa-en-renta-en-coto-pasadena-alta-california-residencial-alta-california-casa-en-condominio,20.527052,-103.459757
45.0,,True,Tlajomulco de Zúñiga,Arboleda Bosques de Santa Anita,VENTA,Casa en condominio,Casa Modelo Plúmbago en Albazur,3212138.0,27693.232175187517,-0.009320534858770551,3.0,2.0,115.99,1.0,EB-WS1257,https://www.aciertamax.com/property/casa-modelo-plumbago-en-albazur,20.5615927,-103.4904247
45.0,,True,Tlajomulco de Zúñiga,Las Varitas,VENTA,Casa en condominio,"Casa En Venta En Condominio Varitas, San Agustín",3200000.0,35955.05617977528,-0.3104348493767756,3.0,3.0,89.0,1.0,EB-PG6298,https://www.aciertamax.com/property/casa-en-venta-en-condominio-varitas-san-agustin-las-varitas,20.5457469752,-103.455098054
45.0,,True,Tlajomulco de Zúñiga,Arboleda Bosques de Santa Anita,VENTA,Casa en condominio,Casa en preventa Sur de Guadalajara - Albazur a Estrenar,3179980.0,32756.283477544293,-0.1938508784526394,3.0,2.0,97.08,1.0,EB-VZ0439,https://www.aciertamax.com/property/casa-en-venta-sur-de-guadalajara-albazur-a-estrenar,20.5615927,-103.4904247
45.0,,True,Tlajomulco de Zúñiga,Bosques Santa Anita,VENTA,Casa,🏡 CASA EN VENTA 🏡,3114000.0,28568.80733944954,-0.058898363083747914,3.0,2.0,109.0,1.0,EB-WA4854,https://www.aciertamax.com/property/casa-en-venta-c0d440ff-750c-40df-92fb-87d81f34eea3,20.5718971,-103.4952688
45.0,,True,Zapopan,Las Fuentes,RENTA,Casa,"CASA EN RENTA; COL. LAS FUENTES, ZAPOPAN.",180000.0,222.77227722772278,-0.5362250510765364,15.0,10.0,808.0,1.0,EB-WK0477,https://www.aciertamax.com/property/casa-en-renta-col-las-fuentes-zapopan,20.6251546,-103.4281216
45.0,,True,Zapopan,Santa Isabel,RENTA,Casa en condominio,CASA EN VENTA O RENTA EN EXCLUSIVO COTO,200000.0,326.797385620915,-1.1909641828517932,4.0,4.0,612.0,1.0,EB-WG5189,https://www.aciertamax.com/property/casa-en-venta-o-renta-en-exclusivo-coto,20.7032321,-103.4209606
45.0,,True,Zapopan,Bosque de los Lagos,RENTA,Casa en condominio,Casa en Bosque de los Lagos!!!!,195000.0,272.1411226170207,-0.8245294441450096,4.0,4.0,716.54,1.0,EB-WF8865,https://www.aciertamax.com/property/casa-en-bosque-de-los-lagos-bosque-de-los-lagos-zapopan,20.6978895,-103.4255303
45.0,,True,Zapopan,Real San Bernardo,RENTA,Casa en condominio,Residencia de Lujo en Real San Bernardo | Más de 950 m² de Terreno | A minutos d,195000.0,229.41176470588235,-0.538056856361959,5.0,5.0,850.0,1.0,EB-VJ6670,https://www.aciertamax.com/property/casa-impresionante-en-real-san-bernardo,20.7055586,-103.4090389
45.0,,True,Zapopan,Puerta las Lomas,RENTA,Casa,Puerta las Lomas Renta,160000.0,266.6666666666667,-0.8389182833627281,5.0,6.0,600.0,1.0,EB-VY6486,https://www.aciertamax.com/property/puerta-las-lomas-renta,20.7054792,-103.4363111
45.0,,True,Zapopan,Puerta de Hierro,RENTA,Casa,Puerta de Hierro Casa en Renta o Venta,170000.0,261.53846153846155,-0.8035544702211371,4.0,5.0,650.0,1.0,EB-WO5789,https://www.aciertamax.com/property/puerta-de-hierro-casa-en-renta-o-venta-puerta-de-hierro,20.7155297,-103.4193903
45.0,,True,Zapopan,Ciudad Del Sol,RENTA,Casa,LOCAL EXTERIOR 01H a 03H HOTEL PRESIDENTE INTERCONTINENTAL CIUDAD DEL SOL GUADAL,167937.0,300.0,-1.068783068783069,3.0,3.0,559.79,1.0,EB-WM5876,https://www.aciertamax.com/property/local-exterior-01h-a-03h-hotel-presidente-intercontinental-ciudad-del-sol-guadal,20.6504855,-103.4033887
45.0,,True,Guadalajara,Country Club,VENTA,Departamento,Exclusivo departamento en VENTA en  Torre Cavalia,17000000.0,80568.72037914692,-0.21964738340048948,3.0,3.0,211.0,1.0,EB-WB8277,https://www.aciertamax.com/property/exclusivo-departamento-en-venta-en-torre-cavalia-country-club,20.7035919,-103.3688619
45.0,,True,Guadalajara,Country Club,VENTA,Departamento,Oportunidad Departamento a la venta en Torre Cavalia en el Country Club,17000000.0,80568.72037914692,-0.21964738340048948,3.0,2.0,211.0,1.0,EB-UP8831,https://www.aciertamax.com/property/departamento-en-planta-baja-a-la-venta-en-country-club,20.7031864,-103.3692262
45.0,,True,Guadalajara,Country Club,VENTA,Departamento,DEPARTAMENTO EN VENTA EN TORRE CAVALIA,17000000.0,80568.72037914692,-0.21964738340048948,3.0,3.0,211.0,1.0,EB-UC9309,https://www.aciertamax.com/property/departamento-en-venta-en-torre-cavalia-country-club-guadalajara,20.7035919,-103.3688619
45.0,,True,Guadalajara,Country Club,VENTA,Departamento,"CONDOMINIOS COUNTRY CLUB – LUJO, VISTAS Y EXCLUSIVIDAD EN GUADALAJARA",16222884.0,92606.94143167028,-0.40188168895248555,3.0,4.0,175.18,1.0,EB-VT1806,https://www.aciertamax.com/property/condominios-country-club-lujo-vistas-y-exclusividad-en-guadalajara-country-club,20.7096001,-103.3783769
45.0,,True,Tlajomulco de Zúñiga,Bosques Santa Anita,VENTA,Casa,"VENTA DE CASA ""RODANO"" EN PARAISO II / TLAJOMULCO DE ZUÑIGA",3490000.0,29576.271186440677,-0.09623985255404392,3.0,1.0,118.0,1.0,EB-WV7879,https://www.aciertamax.com/property/venta-de-casa-rodano-en-paraiso-ii-tlajomulco-de-zuniga,20.5736777,-103.4887495
45.0,,True,Tlajomulco de Zúñiga,Arboleda Bosques de Santa Anita,VENTA,Casa en condominio,Casa en preventa Sur de Guadalajara - Albazur a Estrenar,3507950.0,30243.555478920596,-0.10227081472147959,3.0,2.0,115.99,1.0,EB-VZ0462,https://www.aciertamax.com/property/casa-en-venta-sur-de-guadalajara-albazur-a-estrenar-arboleda-bosques-de-santa-anita,20.5615927,-103.4904247
45.0,,True,Tlajomulco de Zúñiga,Las Varitas,VENTA,Casa en condominio,"Casa En Venta En Condominio Varitas, San Agustin",3600000.0,40449.43820224719,-0.47423920554887256,3.0,2.0,89.0,1.0,EB-PG5603,https://www.aciertamax.com/property/casa-en-venta-en-condominio-varitas-san-agustin,20.5457771144,-103.4551946789
45.0,,True,Tlajomulco de Zúñiga,Nueva Galicia Residencial,VENTA,Departamento,DEPARTAMENTO EN VENTA SANT MARTI,3595700.0,47942.666666666664,-0.04826193031902261,2.0,2.0,75.0,1.0,EB-VK6427,https://www.aciertamax.com/property/departamento-en-venta-sant-marti-nueva-galicia-residencial,20.5751703,-103.4352828
45.0,,True,Tlajomulco de Zúñiga,Nueva Galicia Residencial,VENTA,Departamento,Hermoso departamento en Preventa Nueva Galicia,3595700.0,46576.42487046632,-0.018389181009413152,2.0,2.0,77.2,1.0,EB-VC8822,https://www.aciertamax.com/property/hermoso-departamento-en-venta-nueva-galicia-44cca346-1a29-499e-8315-5284fce01f41,20.5751305,-103.4410621
45.0,,True,Tlajomulco de Zúñiga,Punto Sur,VENTA,Departamento,DEPARTAMENTO EN VENTA | ESENIKA SUR – PUNTO SUR | $3.59 MDP,3590000.0,50244.92652204339,-0.09860062709767208,1.0,1.0,71.45,1.0,EB-SB1731,https://www.aciertamax.com/property/torre-esenika-sur-departamento-de-lujo-en-venta-junto-a-punto-sur,20.4342379,-103.5527642
45.0,,True,Guadalajara,Moderna,RENTA,Departamento,DEPARTAMENTO EN RENTA  AMUEBLADO COORDENADA LAFAYETTE EN LA COLONIA MODERNA,20500.0,366.07142857142856,-0.15685735103867707,2.0,1.0,56.0,1.0,EB-VW5309,https://www.aciertamax.com/property/departamento-en-renta-amueblado-coordenada-lafayette-en-la-colonia-moderna,20.6661275,-103.3760351
45.0,,True,Tlajomulco de Zúñiga,San Agustin,VENTA,Casa en condominio,CASA EN VENTA JUNTO A GALERIAS SANTA ANITA,3550000.0,35500.0,-0.2938496583143508,2.0,2.0,100.0,1.0,EB-RX3500,https://www.aciertamax.com/property/casa-en-renta-junto-a-galerias-santa-anita-san-agustin,20.554548,-103.4734416
45.0,,True,Tlajomulco de Zúñiga,San Agustin,VENTA,Casa en condominio,Casa en venta Tlajomulco de Zuñiga -  Fracc. Tamarindo,3540000.0,38072.70380727038,-0.38761562851099335,3.0,2.0,92.98,1.0,EB-VK0751,https://www.aciertamax.com/property/casa-en-venta-fracc-tamarindo-tlajomulco-de-zuniga,20.5545272758,-103.478036128
45.0,,True,Tlajomulco de Zúñiga,Arboleda Bosques de Santa Anita,VENTA,Casa en condominio,Casa Modelo Granate en Albazur,3347480.0,28825.282011538795,-0.05057975440688091,3.0,2.0,116.13,1.0,EB-WS0721,https://www.aciertamax.com/property/casa-modelo-granate-en-albazur,20.5615927,-103.4904247
45.0,,True,Tlajomulco de Zúñiga,Bosques Santa Anita,VENTA,Casa,🏡 CASA EN VENTA 🏡,3332000.0,28237.28813559322,-0.046610655790852204,3.0,2.0,118.0,1.0,EB-WO4903,https://www.aciertamax.com/property/casa-en-venta-900df088-af1f-458f-bb8b-bfd31d16c825,20.5718971,-103.4952688
45.0,,True,Tlajomulco de Zúñiga,San Agustin,VENTA,Casa,VENTA DE CASA EN ADAMAR RESIDENCIAL / FRIDA / TLAJOMULCO DE ZUÑIGA,3305000.0,28739.130434782608,-0.06521136189747499,3.0,2.0,115.0,1.0,EB-WV6160,https://www.aciertamax.com/property/venta-de-casa-en-adamar-residencial-frida-tlajomulco-de-zuniga,20.5288049,-103.4802612
45.0,,True,Tlajomulco de Zúñiga,Fraccionamiento el Origen,VENTA,Casa en condominio,Casa en venta en El Paraiso a un lado de  El Origen Tlajomulco de Zuñiga,3300000.0,28205.128205128207,-0.027977337772326447,3.0,2.0,117.0,1.0,EB-VK2774,https://www.aciertamax.com/property/casa-en-venta-en-el-paraiso-a-un-lado-de-el-origen-tlajomulco-de-zuniga,20.5702746,-103.500074
45.0,,True,Tlajomulco de Zúñiga,Pontevedra,VENTA,Casa en condominio,Casa Residencial en al sur de la ciudad,3299500.0,32995.0,-0.2025512528473804,3.0,3.0,100.0,1.0,EB-WJ5845,https://www.aciertamax.com/property/casa-residencial-en-al-sur-de-la-ciudad,20.5615279,-103.4873101
45.0,,True,Tlajomulco de Zúñiga,San Agustin,VENTA,Casa,"Tlajomulco De Zúñiga, Jalisco, San Agustin, Casa en Venta",3495000.0,29491.182178719093,-0.09308604182886221,3.0,2.0,118.51,1.0,EB-SV4399,https://www.aciertamax.com/property/tlajomulco-de-zuniga-jalisco-san-agustin-casa-en-venta,20.5458217,-103.4700144
45.0,,True,Tlajomulco de Zúñiga,Arbolada Bosques de Santa Anita,VENTA,Casa,Se Vende Casa en Paraisos Residencial,3350000.0,28632.478632478633,-0.06125832957317262,3.0,2.0,117.0,1.0,EB-WW5533,https://www.aciertamax.com/property/se-vende-casa-en-paraisos-residencial,20.5692709,-103.4973521
45.0,,True,Tlajomulco de Zúñiga,Acueducto San Agustín,VENTA,Casa en condominio,Excelente Casa en Las Grullas Residencial,3350000.0,27916.666666666668,-0.017463933181473087,3.0,2.0,120.0,1.0,EB-WP9660,https://www.aciertamax.com/property/excelente-casa-en-las-grullas-residencial,20.5505454,-103.4769332
45.0,,True,Tlajomulco de Zúñiga,Bosque Real,VENTA,Casa,"¡Casa loft en venta en fraccionamiento Bosque Real, Santa Anita!",3550000.0,48630.13698630137,-0.8024683998700357,1.0,1.0,73.0,1.0,EB-TS9802,https://www.aciertamax.com/property/casa-loft-en-venta-en-fraccionamiento-bosque-real-santa-anita,20.5688023,-103.4957945
45.0,,True,Guadalajara,Monraz,VENTA,Departamento,Hermoso Penthouse Amueblado en Rinconada Margaritas,23000000.0,94262.29508196721,-0.42694039335645495,3.0,3.0,244.0,1.0,EB-WG2318,https://www.aciertamax.com/property/hermoso-penthouse-en-rinconada-margaritas,20.689951106,-103.3935609774
45.0,,True,Guadalajara,Country Club,VENTA,Departamento,TOWNHOUSE EN VENTA ENALTA COUNTRY CLUB,22990000.0,74885.99348534201,-0.13362239809611032,3.0,4.0,307.0,1.0,EB-QP8248,https://www.aciertamax.com/property/townhouse-en-preventa-enalta-country-club,20.7044378,-103.3689699
45.0,,True,Guadalajara,Country Club,VENTA,Departamento,"Departamento En Venta En Torre Country Habitat, Guadalajara, Jalisco",18000000.0,78602.62008733624,-0.18988460368740268,2.0,2.0,229.0,1.0,EB-WN1919,https://www.aciertamax.com/property/departamento-en-venta-en-torre-country-habitat-guadalajara-jalisco,20.7031864,-103.3692262
45.0,,True,Guadalajara,Arcos Vallarta,VENTA,Casa,CASA CON VALOR ARTÍSTICO PARA RESTAURAR EN COLONIA ARCOS VALLARTA,19776000.0,42076.59574468085,-0.5395153503759057,4.0,2.0,470.0,1.0,EB-WS4175,https://www.aciertamax.com/property/casa-con-valor-artistico-para-restaurar-en-colonia-arcos-vallarta,20.6738945,-103.3788906
45.0,,True,Guadalajara,Ciudad Bugambilia,VENTA,Casa,Residencia de lujo en venta/renta en bugambilias,19450000.0,38900.0,-0.42328879201672137,4.0,6.0,500.0,1.0,EB-NI0686,https://www.aciertamax.com/property/residencia-de-lujo-en-venta-en-bugambilias,20.6105789,-103.4757667
45.0,,True,Guadalajara,Colomos Providencia,VENTA,Departamento,ESPECTACULAR DEPARTAMENTO EN PREVENTA EN NUVO MONTEVIDEO,19224037.0,88590.03225806452,-0.3410738128947479,3.0,4.0,217.0,1.0,EB-VE6481,https://www.aciertamax.com/property/espectacular-departamento-en-preventa-en-nuvo-montevideo,20.7050149,-103.3776598
45.0,,True,Guadalajara,Country Club,VENTA,Departamento,Increíble Departamento en el Country Club,19196877.0,81688.83829787234,-0.2366037019599071,3.0,3.0,235.0,1.0,EB-TO9357,https://www.aciertamax.com/property/increible-departamento-en-el-country-club,20.7040285,-103.3693109
45.0,,True,Guadalajara,Country Club,VENTA,Departamento,Departamento a la Venta en el Country Club,18000000.0,73170.73170731707,-0.10765680587160659,3.0,3.0,246.0,1.0,EB-VG9063,https://www.aciertamax.com/property/departamento-a-la-venta-en-el-country-club-faa8edc8-4008-48ab-b0c1-be826a2446b7,20.7027607,-103.3691919
45.0,,True,Guadalajara,Residencial Victoria,VENTA,Casa con uso de suelo,Oficinas en Venta Calle Turquesa (Expo GDL),18990000.0,36519.230769230766,-0.34288105370979616,12.0,5.0,520.0,1.0,EB-SR9426,https://www.aciertamax.com/property/oficinas-en-venta-calle-turquesa-expo-gdl,20.651852,-103.3954013
45.0,,True,Guadalajara,Colomos Providencia,VENTA,Departamento,Penthouse de 300 m² en venta en Providencia con 4 estacionamientos,20000000.0,66666.66666666667,-0.009198423127463887,2.0,4.0,300.0,1.0,EB-WU6179,https://www.aciertamax.com/property/ph-penthouse-de-300-m-en-venta-en-aires-providencia,20.6966106,-103.3820704
45.0,,True,Guadalajara,Lomas de Guevara,RENTA,Departamento,Departamento en Renta en Providencia,16000.0,400.0,-0.264078276256896,1.0,1.0,40.0,1.0,EB-WT2425,https://www.aciertamax.com/property/departamento-en-renta-en-providencia-6ab3c6e1-3cc9-4c84-8f86-e5d4def639f6,20.6856073,-103.3834459
45.0,,True,Guadalajara,Americana,RENTA,Departamento,"EN RENTA DEPARTAMENTO TIPO ESTUDIO, COLONIA AMERICANA ALMUEBLADO.",16000.0,421.05263157894734,-0.33060871184936413,0.0,1.0,38.0,1.0,EB-WO9546,https://www.aciertamax.com/property/en-renta-departamento-tipo-estudio-colonia-americana-almueblado-americana-guadalajara,20.6760623,-103.3702131
45.0,,True,Guadalajara,1 de Mayo,RENTA,Departamento,Departamento 1 recámara ITESO,14600.0,374.35897435897436,-0.1830476175224796,1.0,1.0,39.0,1.0,EB-WO4759,https://www.aciertamax.com/property/departamento-1-recamara-iteso-1-de-mayo,20.6113539,-103.418876
45.0,,True,Zapopan,Valle Real,RENTA,Casa en condominio,"CASA EN RENTA EN VALLE REAL, ZAPOPAN, JALISCO, ZONA REAL.",220000.0,192.81332164767747,-0.29268807002263564,4.0,6.0,1141.0,1.0,EB-VD6015,https://www.aciertamax.com/property/casa-en-renta-en-valle-real-zapopan-jalisco-zona-real,20.7205018351,-103.4437959108
45.0,,True,Zapopan,Jardines de San Ignacio,RENTA,Casa con uso de suelo,"PROPIEDAD COMERCIAL EN RENTA EN JARDINES DE SAN IGNACIO, ZAPOPAN",205000.0,389.73384030418254,-1.4801244382993435,5.0,5.0,526.0,1.0,EB-TU0192,https://www.aciertamax.com/property/propiedad-comercial-en-renta-en-jardines-de-san-ignacio-zapopan,20.6694606581,-103.4054116415
45.0,,True,Zapopan,Puerta de Hierro,RENTA,Departamento,Lujoso Penthouse en Renta Landmark Reserve,218000.0,495.45454545454544,-0.6184018535180014,3.0,4.0,440.0,1.0,EB-WR2424,https://www.aciertamax.com/property/lujoso-penthouse-en-renta-landmark-reserve,20.706776,-103.4135215
45.0,,True,Zapopan,Puerta de Hierro,RENTA,Departamento,Penthouse Landmark Reserve en Renta,218000.0,484.44444444444446,-0.582437367884268,3.0,4.0,450.0,1.0,EB-WO0475,https://www.aciertamax.com/property/penthouse-landmark-reserve-en-renta,20.6877575,-103.4195183
45.0,,True,Zapopan,La Mojonera,RENTA,Casa,Cabaña en renta La Mojonera,215000.0,346.7741935483871,-1.3913352676793538,7.0,8.0,620.0,1.0,EB-TY6503,https://www.aciertamax.com/property/cabana-en-renta-la-mojonera,20.74533,-103.4812957
45.0,,True,Tlajomulco de Zúñiga,Element,VENTA,Casa en condominio,Casa en Venta en Element San Agustín | Condominio Argo,2599000.0,29873.563218390806,-0.08878590317597469,2.0,2.0,87.0,1.0,EB-VW4083,https://www.aciertamax.com/property/casa-en-venta-en-element-san-agustin-condominio-argo,20.5396823,-103.4578272
45.0,,True,Tlajomulco de Zúñiga,Residencial Alta California,VENTA,Casa,"Casa en venta en Alta California Residencial precio $2,400,000",2400000.0,27586.206896551725,-0.022478431786402037,3.0,1.0,87.0,1.0,EB-VX9857,https://www.aciertamax.com/property/casa-en-venta-en-alta-california-residencial-precio-2-400-000,20.5302553,-103.4571756
